beta_hat,se_classic,se_robust,p_value,ci_low,ci_high,reject,n,scenario
0.0753002099992669,0.05427856847652125,0.05544418286931105,0.1684996932674002,-0.03241384261526012,0.18301426261379392,0,100,autocorrelated
-0.019039893619672316,0.03681052222762645,0.030427011927854342,0.6061537631573548,-0.09208917696084734,0.05400938972150271,0,100,autocorrelated
-0.004002068391397148,0.04102983749855161,0.03801426409309453,0.9224964352404442,-0.08542444556768869,0.07742030878489439,0,100,autocorrelated
-0.032980922734120385,0.038943360030075466,0.035749389780325706,0.39911726785785073,-0.11026275327982643,0.04430090781158566,0,100,autocorrelated
0.05279401239323848,0.03655828788790945,0.03163820777468962,0.15189886570034639,-0.019754720109879352,0.1253427448963563,0,100,autocorrelated
0.01057815570680357,0.03925066310328835,0.03611361291845873,0.7881095780144513,-0.06731350778633875,0.08846981919994588,0,100,autocorrelated
-0.05718167048328299,0.03636154747838214,0.031322837098791224,0.11903773464421256,-0.12933997804672331,0.014976637080157326,0,100,autocorrelated
0.03815503563736281,0.03965824195536634,0.04005248766320457,0.3383692977034133,-0.040545454822840866,0.1168555260975665,0,100,autocorrelated
0.06010304397904021,0.0388810080700348,0.030165952033321237,0.12537129093467506,-0.017055051131245412,0.13726113908932583,0,100,autocorrelated
0.016549667324727353,0.027986077423617223,0.027389091125194914,0.5556451222388756,-0.03898779249950663,0.07208712714896134,0,100,autocorrelated
0.014624873017189389,0.038734718561719984,0.03505514075324215,0.7065702562423045,-0.062242915324921405,0.09149266135930018,0,100,autocorrelated
0.03991522115421578,0.039001459415629915,0.03369777916786686,0.30862478245631353,-0.037481905731245255,0.11731234803967681,0,100,autocorrelated
0.051179575077526164,0.03395126389062318,0.033080030787846854,0.13491424436121568,-0.01619560315006769,0.11855475330512003,0,100,autocorrelated
0.03656434633255922,0.03817515315339672,0.035354141836634184,0.3405181511411155,-0.03919300266811108,0.11232169533322953,0,100,autocorrelated
0.019093856887197266,0.03970039854505194,0.03549310357119901,0.6316249688438043,-0.0596902919532271,0.09787800572762163,0,100,autocorrelated
-0.018021324466587767,0.0399924317335612,0.03873393930137078,0.6532600118421206,-0.09738500366522121,0.06134235473204568,0,100,autocorrelated
0.04743911668676451,0.03809200395983089,0.041762297459779274,0.21596066359248708,-0.028153225445412558,0.12303145881894158,0,100,autocorrelated
-0.009855004885405347,0.042751336700729045,0.03699241638607775,0.818168863175678,-0.09469364120123953,0.07498363143042884,0,100,autocorrelated
0.01241425990665835,0.04118623465642146,0.04310343994594796,0.7637346476456571,-0.06931848233939075,0.09414700215270744,0,100,autocorrelated
0.04984275252241117,0.04438425349825228,0.04518815807825554,0.26418841566532736,-0.03823635403389453,0.13792185907871687,0,100,autocorrelated
-0.008366803423374624,0.03838535798921669,0.03575046856213812,0.8279067828082013,-0.08454129707949275,0.06780769023274351,0,100,autocorrelated
0.017732002796298177,0.03737965116929654,0.03703246553754688,0.6362872464033704,-0.056446698406993456,0.09191070399958981,0,100,autocorrelated
0.0034355410411500767,0.041521542085351505,0.04126451758743792,0.9342261141243127,-0.07896260788483819,0.08583368996713833,0,100,autocorrelated
-0.04192899824190772,0.040199408991263716,0.035819547087823075,0.29950276135633824,-0.12170341707225829,0.03784542058844286,0,100,autocorrelated
-0.009121841408079239,0.03711678677887636,0.03501719792268495,0.8063815728882461,-0.08277889678365431,0.06453521396749583,0,100,autocorrelated
-0.038378787052408415,0.04608042005346307,0.042089062592150894,0.40694581943843766,-0.12982388093481698,0.05306630683000014,0,100,autocorrelated
-0.027832832514022448,0.03433577721860919,0.034017895270157854,0.419555375295944,-0.09597106492679784,0.04030539989875294,0,100,autocorrelated
0.0871412953944573,0.04190322188622282,0.04004301644586466,0.04017428799584537,0.003985715325627845,0.17029687546328676,1,100,autocorrelated
-0.02249514413703808,0.03310968682047411,0.031088101207332238,0.49847795916104054,-0.08820024005852933,0.043209951784453166,0,100,autocorrelated
0.015540526839385036,0.04030790483229272,0.04103365671375148,0.7006689993597521,-0.06444919845642826,0.09553025213519832,0,100,autocorrelated
0.022595756640502552,0.039190929567855526,0.03712820218093803,0.5655615129682112,-0.05517736759563549,0.10036888087664059,0,100,autocorrelated
-0.000725393006462528,0.03932928184962529,0.04017231463009791,0.9853220751266609,-0.07877307284301832,0.07732228683009326,0,100,autocorrelated
0.06086825528253059,0.03886421519695205,0.041774646498407335,0.12053056620645765,-0.016256514917656006,0.1379930254827172,0,100,autocorrelated
0.032788049233504174,0.03980471854492508,0.03939926575747242,0.4120973074758767,-0.04620311925151424,0.11177921771852259,0,100,autocorrelated
-0.06605059170787948,0.035871381470434435,0.03446073159578039,0.0686000138849021,-0.1372361807812813,0.005134997365522351,0,100,autocorrelated
-0.003945154059768148,0.04139291168431172,0.04003742212921964,0.9242633010363726,-0.0860880401412431,0.07819773202170682,0,100,autocorrelated
-0.06122169493728925,0.04985380073808729,0.05222235206591468,0.2223789958081169,-0.16015493998149688,0.03771155010691837,0,100,autocorrelated
-0.03856906675268621,0.03830415613939839,0.041786053176143305,0.316454878189046,-0.11458241798060068,0.03744428447522826,0,100,autocorrelated
-0.012198025747059802,0.0448054331182801,0.05067652663060077,0.7860069134736936,-0.10111294955177852,0.07671689805765891,0,100,autocorrelated
-0.015806226928294063,0.04267070190241074,0.03955216195832375,0.7118664505693695,-0.10048484611117131,0.06887239225458319,0,100,autocorrelated
-0.03014996968967576,0.03307264008461595,0.030411914042192248,0.3642012165480344,-0.09578154756956374,0.03548160819021222,0,100,autocorrelated
0.046583824340482236,0.038251162440915525,0.04050675762431629,0.22620859068422144,-0.02932436261750329,0.12249201129846776,0,100,autocorrelated
0.03827570655303528,0.0364934631441357,0.03170942730608512,0.2968327246944428,-0.034144383355822,0.11069579646189255,0,100,autocorrelated
-0.03715243462061608,0.043477675674033774,0.048287796278213294,0.39490243821127013,-0.12343246698985519,0.04912759774862304,0,100,autocorrelated
-0.09978883813774228,0.049443711034481634,0.043854566104971696,0.04630013397229569,-0.197908273511749,-0.0016694027637355752,1,100,autocorrelated
-0.006800547496541132,0.03894336931963667,0.04045721423447182,0.8617333187651375,-0.08408239647707905,0.07048130148399678,0,100,autocorrelated
-0.02243243206072465,0.03663996373722446,0.03362612801519032,0.5417972781179383,-0.09514324762862078,0.05027838350717148,0,100,autocorrelated
-0.08113377741821358,0.03699919447116814,0.03221652528008751,0.030683953780472093,-0.15455747468625075,-0.007710080150176407,1,100,autocorrelated
0.07190435896529593,0.036509648492166306,0.03435863218324802,0.05172344184732421,-0.0005478502399666602,0.14435656817055853,0,100,autocorrelated
-0.026649254714925717,0.04077958369200529,0.042043640305968806,0.5149675778229075,-0.10757501135677969,0.05427650192692826,0,100,autocorrelated
